file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
contigs/SRR2829314.fasta	FASTA	DNA	111	4897750	128	44123.9	1022720
contigs/SRR2889978.fasta	FASTA	DNA	142	4807052	128	33852.5	554132
contigs/SRR2889980.fasta	FASTA	DNA	145	5079643	128	35032.0	1022732
contigs/SRR2911724.fasta	FASTA	DNA	249	3920749	128	15746.0	604055
contigs/SRR2911726.fasta	FASTA	DNA	384	4057643	128	10566.8	459029
contigs/SRR2911739.fasta	FASTA	DNA	204	3901204	128	19123.5	604056
contigs/SRR2912654.fasta	FASTA	DNA	103	4905126	128	47622.6	1156723
contigs/SRR2916633.fasta	FASTA	DNA	411	4114955	128	10012.1	374556
contigs/SRR2916634.fasta	FASTA	DNA	428	4199688	128	9812.4	374472
contigs/SRR2916635.fasta	FASTA	DNA	377	4171405	128	11064.7	374368
contigs/SRR2916656.fasta	FASTA	DNA	393	4102845	128	10439.8	375113
contigs/SRR2917935.fasta	FASTA	DNA	142	5125663	128	36096.2	667159
contigs/SRR2920118.fasta	FASTA	DNA	200	5066126	128	25330.6	534163
contigs/SRR2927303.fasta	FASTA	DNA	317	5214382	128	16449.2	595362
contigs/SRR2927304.fasta	FASTA	DNA	267	5230906	128	19591.4	597075
contigs/SRR2927305.fasta	FASTA	DNA	450	5531238	128	12291.6	709685
contigs/SRR2927306.fasta	FASTA	DNA	295	5122670	128	17365.0	495476
contigs/SRR2927307.fasta	FASTA	DNA	279	5335431	128	19123.4	709988
contigs/SRR2927308.fasta	FASTA	DNA	582	5377062	128	9238.9	305702
contigs/SRR2962362.fasta	FASTA	DNA	112	4883080	128	43598.9	1022748
contigs/SRR2962662.fasta	FASTA	DNA	145	4930747	128	34005.2	560268
contigs/SRR2962888.fasta	FASTA	DNA	127	4929667	128	38816.3	577369
contigs/SRR2973701.fasta	FASTA	DNA	1050	5285242	78	5033.6	567574
contigs/SRR2973702.fasta	FASTA	DNA	298	4983190	78	16722.1	652509
contigs/SRR2973708.fasta	FASTA	DNA	4703	1787384	195	380.1	6346
contigs/SRR2973754.fasta	FASTA	DNA	220	4837016	78	21986.4	536169
contigs/SRR2976832.fasta	FASTA	DNA	214	5041995	128	23560.7	348207
contigs/SRR2976833.fasta	FASTA	DNA	265	5267151	128	19876.0	278961
contigs/SRR2976834.fasta	FASTA	DNA	263	5334684	128	20284.0	526275
contigs/SRR2976835.fasta	FASTA	DNA	2903	5420185	128	1867.1	42209
contigs/SRR2976836.fasta	FASTA	DNA	334	5404216	128	16180.3	295628
contigs/SRR2982345.fasta	FASTA	DNA	146	4922664	128	33716.9	714855
contigs/SRR2982350.fasta	FASTA	DNA	138	5006584	128	36279.6	754275
contigs/SRR2993932.fasta	FASTA	DNA	124	4928308	128	39744.4	1336985
contigs/SRR2993935.fasta	FASTA	DNA	125	4946344	128	39570.8	717486
contigs/SRR3033302.fasta	FASTA	DNA	230	4804466	128	20889.0	310461
contigs/SRR3038514.fasta	FASTA	DNA	95	4751804	128	50019.0	1072339
contigs/SRR3052027.fasta	FASTA	DNA	239	4873451	128	20391.0	249320
contigs/SRR3055294.fasta	FASTA	DNA	138	4770733	128	34570.5	2009275
contigs/SRR3056893.fasta	FASTA	DNA	326	4841996	78	14852.7	618616
contigs/SRR3056894.fasta	FASTA	DNA	280	4896290	78	17486.8	422139
contigs/SRR3056908.fasta	FASTA	DNA	227	4933687	78	21734.3	672675
contigs/SRR3057118.fasta	FASTA	DNA	358	3967607	128	11082.7	205948
contigs/SRR3085621.fasta	FASTA	DNA	220	4927157	78	22396.2	527202
contigs/SRR308719.fasta	FASTA	DNA	79	2024679	490	25628.8	110525
contigs/SRR3091334.fasta	FASTA	DNA	129	4503614	128	34911.7	343706
contigs/SRR3091342.fasta	FASTA	DNA	152	4894736	128	32202.2	526631
contigs/SRR3091348.fasta	FASTA	DNA	193	4818946	128	24968.6	297669
contigs/SRR3091418.fasta	FASTA	DNA	173	4823170	128	27879.6	499424
contigs/SRR3095378.fasta	FASTA	DNA	345	5232702	128	15167.3	895780
contigs/SRR3095379.fasta	FASTA	DNA	184	4983046	128	27081.8	292553
contigs/SRR3095380.fasta	FASTA	DNA	254	5276160	128	20772.3	499442
contigs/SRR3095382.fasta	FASTA	DNA	249	5262738	128	21135.5	404143
contigs/SRR3095384.fasta	FASTA	DNA	328	5376928	128	16393.1	413494
contigs/SRR3095385.fasta	FASTA	DNA	240	5375572	128	22398.2	480283
contigs/SRR3095387.fasta	FASTA	DNA	231	5442078	128	23558.8	962671
contigs/SRR3095388.fasta	FASTA	DNA	286	4899501	128	17131.1	425136
contigs/SRR3095389.fasta	FASTA	DNA	187	4795883	128	25646.4	441164
contigs/SRR3095391.fasta	FASTA	DNA	132	4814478	128	36473.3	583430
contigs/SRR3096080.fasta	FASTA	DNA	160	4733744	128	29585.9	278209
contigs/SRR3098266.fasta	FASTA	DNA	408	4903453	78	12018.3	624860
contigs/SRR3098270.fasta	FASTA	DNA	154	4964730	78	32238.5	507935
contigs/SRR3110299.fasta	FASTA	DNA	159	5009894	128	31508.8	471210
contigs/SRR3110475.fasta	FASTA	DNA	223	4830543	128	21661.6	480310
contigs/SRR3111262.fasta	FASTA	DNA	89	4796207	128	53890.0	1022738
contigs/SRR3112206.fasta	FASTA	DNA	721	4175304	78	5791.0	291440
contigs/SRR3115200.fasta	FASTA	DNA	791	5137191	128	6494.6	406101
contigs/SRR3115221.fasta	FASTA	DNA	207	5157171	128	24913.9	323669
contigs/SRR3115231.fasta	FASTA	DNA	126	4914063	128	39000.5	500441
contigs/SRR3115236.fasta	FASTA	DNA	99	4775579	128	48238.2	1273530
contigs/SRR3115237.fasta	FASTA	DNA	139	4849019	128	34885.0	746325
contigs/SRR3115243.fasta	FASTA	DNA	100	4984033	128	49840.3	405658
contigs/SRR3116161.fasta	FASTA	DNA	148	5037159	128	34034.9	707880
contigs/SRR3116163.fasta	FASTA	DNA	180	5128848	128	28493.6	449158
contigs/SRR3130307.fasta	FASTA	DNA	431	4035043	128	9362.0	234936
contigs/SRR3130308.fasta	FASTA	DNA	419	4210122	128	10048.0	566525
contigs/SRR3130311.fasta	FASTA	DNA	311	4141911	128	13318.0	399708
contigs/SRR3131127.fasta	FASTA	DNA	480	4037240	128	8410.9	560005
contigs/SRR3131130.fasta	FASTA	DNA	885	4307327	128	4867.0	180754
contigs/SRR3131131.fasta	FASTA	DNA	1074	4404841	128	4101.3	180477
contigs/SRR3131144.fasta	FASTA	DNA	153	4997272	128	32661.9	875631
contigs/SRR3131146.fasta	FASTA	DNA	359	4236208	128	11800.0	290046
contigs/SRR3131148.fasta	FASTA	DNA	301	4222667	128	14028.8	515931
contigs/SRR3131149.fasta	FASTA	DNA	217	4184229	128	19282.2	335292
contigs/SRR3131150.fasta	FASTA	DNA	482	4346448	128	9017.5	314781
contigs/SRR3131154.fasta	FASTA	DNA	306	4215336	128	13775.6	314781
contigs/SRR3131155.fasta	FASTA	DNA	304	4209430	128	13846.8	314781
contigs/SRR3131157.fasta	FASTA	DNA	285	4278285	128	15011.5	396038
contigs/SRR3131158.fasta	FASTA	DNA	210	4237201	128	20177.1	396030
contigs/SRR3131159.fasta	FASTA	DNA	224	4245304	128	18952.3	383780
contigs/SRR3131162.fasta	FASTA	DNA	425	4215835	128	9919.6	375241
contigs/SRR3131163.fasta	FASTA	DNA	443	4361161	128	9844.6	396030
contigs/SRR3131164.fasta	FASTA	DNA	1788	5032661	128	2814.7	87906
contigs/SRR3131165.fasta	FASTA	DNA	223	4241349	128	19019.5	396030
contigs/SRR3131166.fasta	FASTA	DNA	418	4510625	128	10791.0	370908
contigs/SRR3131167.fasta	FASTA	DNA	262	4276551	128	16322.7	396030
contigs/SRR3131168.fasta	FASTA	DNA	629	4345314	128	6908.3	430067
contigs/SRR3131169.fasta	FASTA	DNA	249	3964175	128	15920.4	752922
contigs/SRR3131170.fasta	FASTA	DNA	331	4511313	128	13629.3	286986
contigs/SRR3131171.fasta	FASTA	DNA	300	4127867	128	13759.6	461117
contigs/SRR3131172.fasta	FASTA	DNA	3201	6343735	128	1981.8	752845
contigs/SRR3131208.fasta	FASTA	DNA	369	4164172	128	11285.0	384325
contigs/SRR3131209.fasta	FASTA	DNA	511	4327385	128	8468.5	515931
contigs/SRR3131210.fasta	FASTA	DNA	424	4281545	128	10098.0	335292
contigs/SRR3131211.fasta	FASTA	DNA	921	4406351	128	4784.3	626907
contigs/SRR3131212.fasta	FASTA	DNA	340	4232082	128	12447.3	314781
contigs/SRR3131213.fasta	FASTA	DNA	1007	4607889	128	4575.9	335292
contigs/SRR3131214.fasta	FASTA	DNA	428	4279224	128	9998.2	335292
contigs/SRR3131215.fasta	FASTA	DNA	1382	4851926	128	3510.8	314958
contigs/SRR3131217.fasta	FASTA	DNA	308	4264130	128	13844.6	558939
contigs/SRR3131219.fasta	FASTA	DNA	609	4274654	128	7019.1	506654
contigs/SRR3131220.fasta	FASTA	DNA	289	4400966	128	15228.3	360646
contigs/SRR3131221.fasta	FASTA	DNA	259	4108633	128	15863.4	440908
contigs/SRR3131222.fasta	FASTA	DNA	244	4429303	128	18152.9	292603
contigs/SRR3131223.fasta	FASTA	DNA	217	4368529	128	20131.5	360517
contigs/SRR3131224.fasta	FASTA	DNA	348	4442748	128	12766.5	360646
contigs/SRR3131225.fasta	FASTA	DNA	250	4384124	128	17536.5	286787
contigs/SRR3131226.fasta	FASTA	DNA	251	4100283	128	16335.8	361024
contigs/SRR3131227.fasta	FASTA	DNA	168	4006150	128	23846.1	506718
contigs/SRR3131228.fasta	FASTA	DNA	202	4026554	128	19933.4	506718
contigs/SRR3131230.fasta	FASTA	DNA	390	3923690	128	10060.7	374472
contigs/SRR3131234.fasta	FASTA	DNA	290	4074882	128	14051.3	1126415
contigs/SRR3131235.fasta	FASTA	DNA	276	4062147	128	14717.9	883918
contigs/SRR3131237.fasta	FASTA	DNA	299	4123068	128	13789.5	440908
contigs/SRR3131239.fasta	FASTA	DNA	210	4078048	128	19419.3	738597
contigs/SRR3133086.fasta	FASTA	DNA	225	4175994	128	18560.0	314781
contigs/SRR3133087.fasta	FASTA	DNA	232	4178879	128	18012.4	335292
contigs/SRR3133089.fasta	FASTA	DNA	220	4175323	128	18978.7	335292
