file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
./fastq/ERR016750_4.fastq	FASTQ	DNA	2859648	154420992	54	54.0	54
./fastq/ERR016751_1.fastq	FASTQ	DNA	805083	48304980	60	60.0	60
./fastq/ERR016751_4.fastq	FASTQ	DNA	805083	43474482	54	54.0	54
./fastq/ERR016753_1.fastq	FASTQ	DNA	791227	47473620	60	60.0	60
./fastq/ERR016753_4.fastq	FASTQ	DNA	791227	42726258	54	54.0	54
./fastq/ERR016756_1.fastq	FASTQ	DNA	733709	44022540	60	60.0	60
./fastq/ERR016756_4.fastq	FASTQ	DNA	733709	39620286	54	54.0	54
./fastq/ERR016758_1.fastq	FASTQ	DNA	672866	40371960	60	60.0	60
./fastq/ERR016758_4.fastq	FASTQ	DNA	672866	36334764	54	54.0	54
./fastq/ERR016759_1.fastq	FASTQ	DNA	128069	7645434	53	59.7	60
./fastq/ERR016759_4.fastq	FASTQ	DNA	128069	6915726	54	54.0	54
./fastq/ERR016766_1.fastq	FASTQ	DNA	791047	47462820	60	60.0	60
./fastq/ERR016766_4.fastq	FASTQ	DNA	791047	42716538	54	54.0	54
./fastq/ERR016769_1.fastq	FASTQ	DNA	1152434	69146040	60	60.0	60
./fastq/ERR016769_4.fastq	FASTQ	DNA	1152434	62231436	54	54.0	54
./fastq/ERR016772_1.fastq	FASTQ	DNA	191318	11420918	53	59.7	60
./fastq/ERR016772_4.fastq	FASTQ	DNA	191318	10331172	54	54.0	54
./fastq/ERR016777_1.fastq	FASTQ	DNA	2065420	123925200	60	60.0	60
./fastq/ERR016777_4.fastq	FASTQ	DNA	2065420	111532680	54	54.0	54
./fastq/ERR016782_1.fastq	FASTQ	DNA	2104721	126283260	60	60.0	60
./fastq/ERR016782_4.fastq	FASTQ	DNA	2104721	113654934	54	54.0	54
./fastq/ERR016785_1.fastq	FASTQ	DNA	140718	8400693	53	59.7	60
./fastq/ERR016785_4.fastq	FASTQ	DNA	140718	7598772	54	54.0	54
./fastq/ERR016794_1.fastq	FASTQ	DNA	2680925	160855500	60	60.0	60
./fastq/ERR016794_4.fastq	FASTQ	DNA	2680925	144769950	54	54.0	54
./fastq/ERR016798_1.fastq	FASTQ	DNA	127567	7617025	53	59.7	60
./fastq/ERR016798_4.fastq	FASTQ	DNA	127567	6888618	54	54.0	54
./fastq/ERR016800_1.fastq	FASTQ	DNA	1009391	60563460	60	60.0	60
./fastq/ERR016800_4.fastq	FASTQ	DNA	1009391	54507114	54	54.0	54
./fastq/ERR016802_1.fastq	FASTQ	DNA	2088624	125317440	60	60.0	60
./fastq/ERR016802_4.fastq	FASTQ	DNA	2088624	112785696	54	54.0	54
./fastq/ERR016837_1.fastq	FASTQ	DNA	143748	8582553	53	59.7	60
./fastq/ERR016837_4.fastq	FASTQ	DNA	143748	7762392	54	54.0	54
./fastq/ERR016839_1.fastq	FASTQ	DNA	2019704	121182240	60	60.0	60
./fastq/ERR016839_4.fastq	FASTQ	DNA	2019704	109064016	54	54.0	54
./fastq/ERR016840_1.fastq	FASTQ	DNA	1960572	117634320	60	60.0	60
./fastq/ERR016840_4.fastq	FASTQ	DNA	1960572	105870888	54	54.0	54
./fastq/ERR016843_1.fastq	FASTQ	DNA	1370524	82231440	60	60.0	60
./fastq/ERR016843_4.fastq	FASTQ	DNA	1370524	74008296	54	54.0	54
./fastq/ERR016847_1.fastq	FASTQ	DNA	1652591	99155460	60	60.0	60
./fastq/ERR016847_4.fastq	FASTQ	DNA	1652591	89239914	54	54.0	54
./fastq/ERR016850_1.fastq	FASTQ	DNA	132648	7933775	53	59.8	60
./fastq/ERR016850_4.fastq	FASTQ	DNA	132648	7162992	54	54.0	54
./fastq/ERR016857_1.fastq	FASTQ	DNA	2305964	138357840	60	60.0	60
./fastq/ERR016857_4.fastq	FASTQ	DNA	2305964	124522056	54	54.0	54
./fastq/ERR016860_1.fastq	FASTQ	DNA	2329822	139789320	60	60.0	60
./fastq/ERR016860_4.fastq	FASTQ	DNA	2329822	125810388	54	54.0	54
./fastq/ERR018818_1.fastq	FASTQ	DNA	297875	17778562	53	59.7	60
./fastq/ERR018818_4.fastq	FASTQ	DNA	297875	16085250	54	54.0	54
./fastq/ERR018823_1.fastq	FASTQ	DNA	1596502	95790120	60	60.0	60
./fastq/ERR018823_4.fastq	FASTQ	DNA	1596502	86211108	54	54.0	54
./fastq/ERR018826_1.fastq	FASTQ	DNA	1662888	99773280	60	60.0	60
./fastq/ERR018826_4.fastq	FASTQ	DNA	1662888	89795952	54	54.0	54
./fastq/ERR019700_1.fastq	FASTQ	DNA	45994	2748711	53	59.8	60
./fastq/ERR019700_4.fastq	FASTQ	DNA	45994	2483676	54	54.0	54
./fastq/ERR019702_1.fastq	FASTQ	DNA	375463	22527780	60	60.0	60
./fastq/ERR019702_4.fastq	FASTQ	DNA	375463	20275002	54	54.0	54
./fastq/ERR019703_1.fastq	FASTQ	DNA	357590	21455400	60	60.0	60
./fastq/ERR019703_4.fastq	FASTQ	DNA	357590	19309860	54	54.0	54
./fastq/ERR019710_1.fastq	FASTQ	DNA	572218	34333080	60	60.0	60
./fastq/ERR019710_4.fastq	FASTQ	DNA	572218	30899772	54	54.0	54
./fastq/ERR019713_1.fastq	FASTQ	DNA	45070	2697596	53	59.9	60
./fastq/ERR019713_4.fastq	FASTQ	DNA	45070	2433780	54	54.0	54
./fastq/ERR019714_1.fastq	FASTQ	DNA	278517	16711020	60	60.0	60
./fastq/ERR019714_4.fastq	FASTQ	DNA	278517	15039918	54	54.0	54
./fastq/ERR019719_1.fastq	FASTQ	DNA	362806	21768360	60	60.0	60
./fastq/ERR019719_4.fastq	FASTQ	DNA	362806	19591524	54	54.0	54
./fastq/ERR019720_1.fastq	FASTQ	DNA	562100	33726000	60	60.0	60
./fastq/ERR019720_4.fastq	FASTQ	DNA	562100	30353400	54	54.0	54
./fastq/ERR019723_1.fastq	FASTQ	DNA	530023	31801380	60	60.0	60
./fastq/ERR019723_4.fastq	FASTQ	DNA	530023	28621242	54	54.0	54
./fastq/ERR019724_1.fastq	FASTQ	DNA	154311	9225466	53	59.8	60
./fastq/ERR019724_4.fastq	FASTQ	DNA	154311	8332794	54	54.0	54
./fastq/ERR019725_1.fastq	FASTQ	DNA	1449856	86991360	60	60.0	60
./fastq/ERR019725_4.fastq	FASTQ	DNA	1449856	78292224	54	54.0	54
./fastq/ERR019731_1.fastq	FASTQ	DNA	2962811	177768660	60	60.0	60
./fastq/ERR019731_4.fastq	FASTQ	DNA	2962811	159991794	54	54.0	54
./fastq/ERR019734_1.fastq	FASTQ	DNA	2977333	178639980	60	60.0	60
./fastq/ERR019734_4.fastq	FASTQ	DNA	2977333	160775982	54	54.0	54
./fastq/ERR023417_1.fastq	FASTQ	DNA	240729	14388804	53	59.8	60
./fastq/ERR023417_4.fastq	FASTQ	DNA	240729	12999366	54	54.0	54
./fastq/ERR023426_1.fastq	FASTQ	DNA	2431295	145877700	60	60.0	60
./fastq/ERR023426_4.fastq	FASTQ	DNA	2431295	131289930	54	54.0	54
./fastq/ERR023428_1.fastq	FASTQ	DNA	281502	16823552	53	59.8	60
./fastq/ERR023428_4.fastq	FASTQ	DNA	281502	15201108	54	54.0	54
./fastq/ERR023429_1.fastq	FASTQ	DNA	2144801	128688060	60	60.0	60
./fastq/ERR023429_4.fastq	FASTQ	DNA	2144801	115819254	54	54.0	54
./fastq/ERR023434_1.fastq	FASTQ	DNA	3060679	183640740	60	60.0	60
./fastq/ERR023434_4.fastq	FASTQ	DNA	3060679	165276666	54	54.0	54
./fastq/ERR023438_1.fastq	FASTQ	DNA	1861475	111688500	60	60.0	60
./fastq/ERR023438_4.fastq	FASTQ	DNA	1861475	100519650	54	54.0	54
./fastq/ERR023439_1.fastq	FASTQ	DNA	187455	11207563	53	59.8	60
./fastq/ERR023439_4.fastq	FASTQ	DNA	187455	10122570	54	54.0	54
./fastq/ERR023449_1.fastq	FASTQ	DNA	2103668	126220080	60	60.0	60
./fastq/ERR023449_4.fastq	FASTQ	DNA	2103668	113598072	54	54.0	54
./fastq/ERR023450_1.fastq	FASTQ	DNA	166484	9952853	53	59.8	60
./fastq/ERR023450_4.fastq	FASTQ	DNA	166484	8990136	54	54.0	54
./fastq/ERR023451_1.fastq	FASTQ	DNA	2045397	122723820	60	60.0	60
./fastq/ERR023451_4.fastq	FASTQ	DNA	2045397	110451438	54	54.0	54
./fastq/ERR023453_1.fastq	FASTQ	DNA	1558701	93522060	60	60.0	60
./fastq/ERR023453_4.fastq	FASTQ	DNA	1558701	84169854	54	54.0	54
./fastq/ERR023457_1.fastq	FASTQ	DNA	3226823	193609380	60	60.0	60
./fastq/ERR023457_4.fastq	FASTQ	DNA	3226823	174248442	54	54.0	54
./fastq/ERR024211_1.fastq	FASTQ	DNA	266830	15919657	53	59.7	60
./fastq/ERR024211_4.fastq	FASTQ	DNA	266830	14408820	54	54.0	54
./fastq/ERR024218_1.fastq	FASTQ	DNA	1367626	82057560	60	60.0	60
./fastq/ERR024218_4.fastq	FASTQ	DNA	1367626	73851804	54	54.0	54
./fastq/ERR024224_1.fastq	FASTQ	DNA	298575	17808573	53	59.6	60
./fastq/ERR024224_4.fastq	FASTQ	DNA	298575	16123050	54	54.0	54
./fastq/ERR024225_1.fastq	FASTQ	DNA	787440	47246400	60	60.0	60
./fastq/ERR024225_4.fastq	FASTQ	DNA	787440	42521760	54	54.0	54
./fastq/ERR024226_1.fastq	FASTQ	DNA	1404698	84281880	60	60.0	60
./fastq/ERR024226_4.fastq	FASTQ	DNA	1404698	75853692	54	54.0	54
./fastq/ERR024227_1.fastq	FASTQ	DNA	855557	51333420	60	60.0	60
./fastq/ERR024227_4.fastq	FASTQ	DNA	855557	46200078	54	54.0	54
./fastq/ERR024228_1.fastq	FASTQ	DNA	885300	53118000	60	60.0	60
./fastq/ERR024228_4.fastq	FASTQ	DNA	885300	47806200	54	54.0	54
./fastq/ERR024229_1.fastq	FASTQ	DNA	1874925	112495500	60	60.0	60
./fastq/ERR024229_4.fastq	FASTQ	DNA	1874925	101245950	54	54.0	54
./fastq/ERR024230_1.fastq	FASTQ	DNA	340621	20437260	60	60.0	60
./fastq/ERR024230_4.fastq	FASTQ	DNA	340621	18393534	54	54.0	54
./fastq/ERR024231_1.fastq	FASTQ	DNA	642766	38565960	60	60.0	60
./fastq/ERR024231_4.fastq	FASTQ	DNA	642766	34709364	54	54.0	54
./fastq/ERR024232_1.fastq	FASTQ	DNA	474813	28488780	60	60.0	60
./fastq/ERR024232_4.fastq	FASTQ	DNA	474813	25639902	54	54.0	54
./fastq/ERR024233_1.fastq	FASTQ	DNA	1396372	83782320	60	60.0	60
./fastq/ERR024233_4.fastq	FASTQ	DNA	1396372	75404088	54	54.0	54
./fastq/ERR024234_1.fastq	FASTQ	DNA	1452179	87130740	60	60.0	60
./fastq/ERR024234_4.fastq	FASTQ	DNA	1452179	78417666	54	54.0	54
./fastq/ERR024235_1.fastq	FASTQ	DNA	551635	33098100	60	60.0	60
./fastq/ERR024235_4.fastq	FASTQ	DNA	551635	29788290	54	54.0	54
./fastq/ERR024236_1.fastq	FASTQ	DNA	1517446	91046760	60	60.0	60
./fastq/ERR024236_4.fastq	FASTQ	DNA	1517446	81942084	54	54.0	54
./fastq/ERR024271_1.fastq	FASTQ	DNA	362540	22360620	55	61.7	62
./fastq/ERR024271_3.fastq	FASTQ	DNA	362540	19577160	54	54.0	54
./fastq/ERR024276_1.fastq	FASTQ	DNA	2420025	150041550	62	62.0	62
./fastq/ERR024276_3.fastq	FASTQ	DNA	2420025	130681350	54	54.0	54
./fastq/ERR024277_1.fastq	FASTQ	DNA	2849729	176683198	62	62.0	62
./fastq/ERR024277_3.fastq	FASTQ	DNA	2849729	153885366	54	54.0	54
./fastq/ERR024278_1.fastq	FASTQ	DNA	1597543	99047666	62	62.0	62
./fastq/ERR024278_3.fastq	FASTQ	DNA	1597543	86267322	54	54.0	54
./fastq/ERR029341_1.fastq	FASTQ	DNA	980433	82302482	75	83.9	84
./fastq/ERR029341_3.fastq	FASTQ	DNA	980433	74512908	76	76.0	76
./fastq/ERR029343_1.fastq	FASTQ	DNA	3590564	301607376	84	84.0	84
./fastq/ERR029343_3.fastq	FASTQ	DNA	3590564	272882864	76	76.0	76
./fastq/ERR029344_1.fastq	FASTQ	DNA	4311872	362197248	84	84.0	84
./fastq/ERR029344_3.fastq	FASTQ	DNA	4311872	327702272	76	76.0	76
./fastq/ERR029345_1.fastq	FASTQ	DNA	4327520	363511680	84	84.0	84
./fastq/ERR029345_3.fastq	FASTQ	DNA	4327520	328891520	76	76.0	76
./fastq/ERR029347_1.fastq	FASTQ	DNA	4278511	359394924	84	84.0	84
./fastq/ERR029347_3.fastq	FASTQ	DNA	4278511	325166836	76	76.0	76
./fastq/ERR029348_1.fastq	FASTQ	DNA	4022078	337854552	84	84.0	84
./fastq/ERR029348_3.fastq	FASTQ	DNA	4022078	305677928	76	76.0	76
./fastq/ERR029350_1.fastq	FASTQ	DNA	3417270	287050680	84	84.0	84
./fastq/ERR029350_3.fastq	FASTQ	DNA	3417270	259712520	76	76.0	76
./fastq/ERR029351_1.fastq	FASTQ	DNA	3061165	257137860	84	84.0	84
./fastq/ERR029351_3.fastq	FASTQ	DNA	3061165	232648540	76	76.0	76
./fastq/ERR029353_1.fastq	FASTQ	DNA	3307853	277859652	84	84.0	84
./fastq/ERR029353_3.fastq	FASTQ	DNA	3307853	251396828	76	76.0	76
./fastq/ERR029354_1.fastq	FASTQ	DNA	1039191	87237568	75	83.9	84
./fastq/ERR029354_3.fastq	FASTQ	DNA	1039191	78978516	76	76.0	76
./fastq/ERR029357_1.fastq	FASTQ	DNA	2911333	244551972	84	84.0	84
./fastq/ERR029357_3.fastq	FASTQ	DNA	2911333	221261308	76	76.0	76
./fastq/ERR029358_1.fastq	FASTQ	DNA	3620371	304111164	84	84.0	84
./fastq/ERR029358_3.fastq	FASTQ	DNA	3620371	275148196	76	76.0	76
./fastq/ERR029359_1.fastq	FASTQ	DNA	5921461	497402724	84	84.0	84
./fastq/ERR029359_3.fastq	FASTQ	DNA	5921461	450031036	76	76.0	76
./fastq/ERR029360_1.fastq	FASTQ	DNA	4281097	359612148	84	84.0	84
./fastq/ERR029360_3.fastq	FASTQ	DNA	4281097	325363372	76	76.0	76
./fastq/ERR029363_1.fastq	FASTQ	DNA	3742041	314331444	84	84.0	84
./fastq/ERR029363_3.fastq	FASTQ	DNA	3742041	284395116	76	76.0	76
./fastq/ERR029367_1.fastq	FASTQ	DNA	1012768	85017030	75	83.9	84
./fastq/ERR029367_3.fastq	FASTQ	DNA	1012768	76970368	76	76.0	76
./fastq/ERR029369_1.fastq	FASTQ	DNA	4208676	353528784	84	84.0	84
./fastq/ERR029369_3.fastq	FASTQ	DNA	4208676	319859376	76	76.0	76
./fastq/ERR029373_1.fastq	FASTQ	DNA	4217514	354271176	84	84.0	84
./fastq/ERR029373_3.fastq	FASTQ	DNA	4217514	320531064	76	76.0	76
./fastq/ERR029374_1.fastq	FASTQ	DNA	3583257	300993588	84	84.0	84
./fastq/ERR029374_3.fastq	FASTQ	DNA	3583257	272327532	76	76.0	76
./fastq/ERR029376_1.fastq	FASTQ	DNA	3658024	307274016	84	84.0	84
./fastq/ERR029376_3.fastq	FASTQ	DNA	3658024	278009824	76	76.0	76
./fastq/ERR029378_1.fastq	FASTQ	DNA	3725900	312975600	84	84.0	84
./fastq/ERR029378_3.fastq	FASTQ	DNA	3725900	283168400	76	76.0	76
./fastq/ERR029379_1.fastq	FASTQ	DNA	3737617	313959828	84	84.0	84
./fastq/ERR029379_3.fastq	FASTQ	DNA	3737617	284058892	76	76.0	76
./fastq/ERR029380_1.fastq	FASTQ	DNA	1042488	87512307	75	83.9	84
./fastq/ERR029380_3.fastq	FASTQ	DNA	1042488	79229088	76	76.0	76
./fastq/ERR029388_1.fastq	FASTQ	DNA	3773868	317004912	84	84.0	84
./fastq/ERR029388_3.fastq	FASTQ	DNA	3773868	286813968	76	76.0	76
./fastq/ERR029389_1.fastq	FASTQ	DNA	4643509	390054756	84	84.0	84
./fastq/ERR029389_3.fastq	FASTQ	DNA	4643509	352906684	76	76.0	76
./fastq/ERR029456_1.fastq	FASTQ	DNA	689346	57872411	75	84.0	84
./fastq/ERR029456_3.fastq	FASTQ	DNA	689346	52390296	76	76.0	76
./fastq/ERR029462_1.fastq	FASTQ	DNA	2699067	226721628	84	84.0	84
./fastq/ERR029462_3.fastq	FASTQ	DNA	2699067	205129092	76	76.0	76
./fastq/ERR029463_1.fastq	FASTQ	DNA	2502448	210205632	84	84.0	84
./fastq/ERR029463_3.fastq	FASTQ	DNA	2502448	190186048	76	76.0	76
./fastq/ERR029464_1.fastq	FASTQ	DNA	3459326	290583384	84	84.0	84
./fastq/ERR029464_3.fastq	FASTQ	DNA	3459326	262908776	76	76.0	76
./fastq/ERR029465_1.fastq	FASTQ	DNA	4077592	342517728	84	84.0	84
./fastq/ERR029465_3.fastq	FASTQ	DNA	4077592	309896992	76	76.0	76
./fastq/ERR029468_1.fastq	FASTQ	DNA	445881	37433265	75	84.0	84
./fastq/ERR029468_3.fastq	FASTQ	DNA	445881	33886956	76	76.0	76
./fastq/ERR029472_1.fastq	FASTQ	DNA	2811026	236126184	84	84.0	84
./fastq/ERR029472_3.fastq	FASTQ	DNA	2811026	213637976	76	76.0	76
./fastq/ERR029473_1.fastq	FASTQ	DNA	2629231	220855404	84	84.0	84
./fastq/ERR029473_3.fastq	FASTQ	DNA	2629231	199821556	76	76.0	76
./fastq/ERR029476_1.fastq	FASTQ	DNA	2210146	185652264	84	84.0	84
./fastq/ERR029476_3.fastq	FASTQ	DNA	2210146	167971096	76	76.0	76
./fastq/ERR029478_1.fastq	FASTQ	DNA	2187510	183750840	84	84.0	84
./fastq/ERR029478_3.fastq	FASTQ	DNA	2187510	166250760	76	76.0	76
./fastq/ERR030145_1.fastq	FASTQ	DNA	576863	48425932	75	83.9	84
./fastq/ERR030145_3.fastq	FASTQ	DNA	576863	43841588	76	76.0	76
./fastq/ERR030148_1.fastq	FASTQ	DNA	2990664	251215776	84	84.0	84
./fastq/ERR030148_3.fastq	FASTQ	DNA	2990664	227290464	76	76.0	76
./fastq/ERR030150_1.fastq	FASTQ	DNA	3354362	281766408	84	84.0	84
./fastq/ERR030150_3.fastq	FASTQ	DNA	3354362	254931512	76	76.0	76
./fastq/ERR030153_1.fastq	FASTQ	DNA	3006017	252505428	84	84.0	84
./fastq/ERR030153_3.fastq	FASTQ	DNA	3006017	228457292	76	76.0	76
./fastq/ERR030158_1.fastq	FASTQ	DNA	576351	48383266	75	83.9	84
./fastq/ERR030158_3.fastq	FASTQ	DNA	576351	43802676	76	76.0	76
./fastq/ERR030159_1.fastq	FASTQ	DNA	3194346	268325064	84	84.0	84
./fastq/ERR030159_3.fastq	FASTQ	DNA	3194346	242770296	76	76.0	76
./fastq/ERR030161_1.fastq	FASTQ	DNA	2329139	195647676	84	84.0	84
./fastq/ERR030161_3.fastq	FASTQ	DNA	2329139	177014564	76	76.0	76
./fastq/ERR030162_1.fastq	FASTQ	DNA	3466342	291172728	84	84.0	84
./fastq/ERR030162_3.fastq	FASTQ	DNA	3466342	263441992	76	76.0	76
./fastq/ERR030167_1.fastq	FASTQ	DNA	3150205	264617220	84	84.0	84
./fastq/ERR030167_3.fastq	FASTQ	DNA	3150205	239415580	76	76.0	76
./fastq/ERR030168_1.fastq	FASTQ	DNA	2842655	238783020	84	84.0	84
./fastq/ERR030168_3.fastq	FASTQ	DNA	2842655	216041780	76	76.0	76
./fastq/ERR030170_1.fastq	FASTQ	DNA	3476535	292028940	84	84.0	84
./fastq/ERR030170_3.fastq	FASTQ	DNA	3476535	264216660	76	76.0	76
./fastq/ERR030171_1.fastq	FASTQ	DNA	581071	48778427	75	83.9	84
./fastq/ERR030171_3.fastq	FASTQ	DNA	581071	44161396	76	76.0	76
./fastq/ERR030172_1.fastq	FASTQ	DNA	4174807	350683788	84	84.0	84
./fastq/ERR030172_3.fastq	FASTQ	DNA	4174807	317285332	76	76.0	76
